-------------------------------------------------------------------------------------------------------------------------------------------------------------------
| News#  | Title Content                                                                                        | Match Words                 | Score | Polarity  |
| 1013   | FLASH ST PAUL HOGS UP 1.00/2.00 DLRS - USDA                                                          | hogs                        | -1    | negative  |
| 1014   | VOLCKER SAYS RESTRICTIVE MONETARY POLICY WOULD HURT INVESTMENT                                       | restrictive, hurt           | -2    | negative  |
| 1015   | WORLD SUGAR FUTURES TUMBLE IN EARLY TRADING                                                          | tumble                      | -1    | negative  |
| 1016   | GOLD AND SILVER CLOSE OFF HIGHS IN ZURICH                                                            | gold                        | 1     | positive  |
| 1017   | SWEDEN'S ERICSSON WINS U.S. ORDER                                                                    | wins                        | 1     | positive  |
| 1018   | FLASH OMAHA HOGS UP 1.00 DLR - USDA                                                                  | hogs                        | -1    | negative  |
| 1019   | CBT WHEAT FUTURES OPEN FIRMER, SET NEW HIGHS                                                         |                             | 0     | neutral   |
| 1020   | DOLLAR CLOSES LITTLE CHANGED IN FRANKFURT                                                            |                             | 0     | neutral   |
| 1021   | LIVE HOG FUTURES HIGHER EARLY                                                                        | higher                      | 1     | positive  |
| 1022   | MIDWEST GRAIN FUTURES 11:10 EDT                                                                      |                             | 0     | neutral   |
| 1023   | HONEYWELL BULL INTRODUCES HIGH PERFORMANCE COMPUTERS FOR MEDIUM, LARGE FIRMS                         |                             | 0     | neutral   |
| 1024   | PORK BELLY FUTURES START HIGHER, THEN EASE                                                           | ease                        | 1     | positive  |
| 1025   | MISSOURI DIRECT HOGS UP 1.00-1.50 DLR - USDA                                                         | hogs                        | -1    | negative  |
| 1026   | VOLCKER SEES TIGHT POLICY HURTING INVESTMENT                                                         | hurting                     | -1    | negative  |
| 1027   | REUTERS UNIT COMPLETES TRADING SYSTEM                                                                |                             | 0     | neutral   |
| 1028   | LONDON LIFFE D.MARK CLOSE 1614 - APR 7                                                               |                             | 0     | neutral   |
| 1029   | LONDON LIFFE S.FRANC CLOSE 1616 - APR 7                                                              |                             | 0     | neutral   |
